Date,Open,High,Low,Close,Volume,Adj Close
4/28/2015,44.34,44.57,43.94,44.34,7188300,44.34
4/27/2015,44.65,45.1,44.25,44.36,10840900,44.36
4/24/2015,43.73,44.71,43.69,44.52,11267500,44.52
4/23/2015,43.92,44.06,43.58,43.7,14274900,43.7
4/22/2015,44.58,44.85,43.67,,32241200,
4/21/2015,,45.18,44.45,,16103700,
4/20/2015,44.73,44.91,44.41,,10052900,
4/17/2015,45.3,45.44,44.25,,13305700,
4/16/2015,45.82,,45.53,,13800300,
4/15/2015,45.46,45.83,45.23,,15033500,
4/14/2015,44.82,,44.79,,12365800,
4/13/2015,45.25,,44.72,,8837300,
4/10/2015,45.79,,45,,,
4/9/2015,45.7,,45.16,45.63,,
4/8/2015,43.86,,43.8,45.17,,
4/7/2015,43.79,,43.56,43.61,,43.61
4/6/2015,43.82,,43.61,43.67,10717000,43.67
4/2/2015,44.24,,43.68,44.15,12229400,44.15
4/1/2015,44.45,,43.95,44.13,14722300,44.13
3/31/2015,44.82,,44.42,44.44,10415500,44.44
3/30/2015,45.36,,44.82,44.95,8884300,44.95
3/27/2015,45.2,,45.01,45.1,20563500,45.1
3/26/2015,43.78,44.67,43.68,44.47,16162900,44.47
3/25/2015,44.59,44.93,44.13,44.2,14036900,44.2
3/24/2015,44.64,44.78,44.28,44.42,7559100,44.42
3/23/2015,45.25,45.54,44.71,44.72,8268800,44.72
3/20/2015,45.37,45.58,44.91,45.04,14194200,45.04
3/19/2015,44.9,45.45,44.81,44.98,14758000,44.98
3/18/2015,43.58,44.71,43.43,44.67,18919900,44.67
3/17/2015,43.54,44.16,43.46,43.79,9656200,43.79
3/16/2015,42.93,43.88,42.75,43.51,11376400,43.51
3/13/2015,42.84,42.98,42.44,42.87,9087000,42.87
3/12/2015,42.7,43.36,42.58,42.95,8384800,42.95
3/11/2015,42.77,42.99,42.36,42.5,10007300,42.5
3/10/2015,42.57,42.92,42.18,42.68,10600700,42.68
3/9/2015,43.6,43.93,42.67,42.98,11801900,42.98
3/6/2015,43.98,44.24,43.4,43.44,11888000,43.44
3/5/2015,44.18,44.31,43.5,44.16,11867700,44.16
3/4/2015,42.08,44.38,41.97,43.99,30098500,43.99
3/3/2015,43.7,43.95,42.42,42.62,22392400,42.62
3/2/2015,44.06,44.43,43.7,44.11,11027300,44.11
2/27/2015,44.38,44.57,44.05,44.28,10044200,44.28
2/26/2015,44.6,44.76,44.26,44.45,9223800,44.45
2/25/2015,43.21,44.72,43.21,44.43,17922900,44.43
2/24/2015,43.45,43.52,42.91,43.38,9797500,43.38
2/23/2015,43.99,43.99,43.42,43.53,12129100,43.53
2/20/2015,44.3,44.36,43.76,44.11,12036200,44.11
2/19/2015,43.65,44.42,43.5,44.37,13301000,44.37
2/18/2015,43.56,43.82,43.3,43.65,10410700,43.65
2/17/2015,44.37,44.54,43.35,43.53,12798400,43.53
2/13/2015,44.12,44.59,44,44.42,13785800,44.42
2/12/2015,43.07,44.16,42.86,43.93,18158200,43.93
2/11/2015,43.18,43.26,42.76,42.96,9791100,42.96
2/10/2015,42.9,43.18,42.66,43.07,12160800,43.07
2/9/2015,42.61,43.15,42.54,42.57,15507600,42.57
2/6/2015,43.57,43.66,42.67,42.94,16005100,42.94
2/5/2015,44.08,44.26,43.03,43.55,18414500,43.55
2/4/2015,44.8,44.98,43.88,44.05,16281400,44.05
2/3/2015,45.1,45.25,44.38,44.7,16985900,44.7
2/2/2015,44.43,44.76,43.88,44.69,20305700,44.69
1/30/2015,43.75,44.85,43.51,43.99,36033600,43.99
1/29/2015,43.56,43.8,41.8,43.73,74370100,43.73
1/28/2015,49.8,50.32,46.3,46.46,84839700,46.46
1/27/2015,49.14,49.28,47.66,47.99,45777200,47.99
1/26/2015,49.57,49.79,49.07,49.44,18976400,49.44
1/23/2015,48.74,49.23,48.63,48.95,14294300,48.95
1/22/2015,48.43,49.08,48.01,48.89,12647400,48.89
1/21/2015,47.6,48.38,47.32,48.18,16305100,48.18
1/20/2015,46.79,47.89,46.77,47.63,15845900,47.63
1/16/2015,46.06,46.59,45.85,46.47,14681800,46.47
1/15/2015,47.54,47.75,46.2,46.23,17126000,46.23
1/14/2015,47.7,48.09,47.07,47.51,15911600,47.51
1/13/2015,49.15,49.48,47.4,48.3,21605200,48.3
1/12/2015,49.92,49.93,48.56,48.8,10170700,48.8
1/9/2015,50.28,50.41,49.62,49.72,7462800,49.72
1/8/2015,48.99,50.23,48.72,50.23,14704800,50.23
1/7/2015,49.62,49.64,48.51,48.59,11788000,48.59
1/6/2015,49.2,49.88,48.33,49.21,16204300,49.21
1/5/2015,49.71,49.88,48.91,49.13,14389300,49.13
1/2/2015,50.66,50.78,49.47,50.17,11924500,50.17
12/31/2014,51.54,51.68,50.46,50.51,9305000,50.51
12/30/2014,50.35,51.27,50.35,51.22,10703500,51.22
12/29/2014,50.67,51.01,50.51,50.53,6624500,50.53
12/26/2014,50.65,51.06,50.61,50.86,5169700,50.86
12/24/2014,50.19,50.92,50.19,50.65,5961900,50.65
12/23/2014,51.46,51.46,49.93,50.02,15514000,50.02
12/22/2014,50.99,51.6,50.95,51.15,24021100,51.15
12/19/2014,51.06,51.47,50.83,50.88,24110200,50.88
12/18/2014,50.93,51.15,50.44,50.91,15338900,50.91
12/17/2014,49.02,50.25,48.9,50.12,17112300,50.12
12/16/2014,49.5,50.08,48.81,48.85,21399300,48.85
12/15/2014,50.42,50.92,49.5,49.82,18132500,49.82
12/12/2014,49.54,51.17,49.48,50.24,20370500,50.24
12/11/2014,49.54,50.58,49.43,49.94,21100200,49.94
12/10/2014,50.33,50.69,49.19,49.21,16184100,49.21
12/9/2014,48.75,50.53,48.29,50.51,19655600,50.51
12/8/2014,50.52,50.9,49.22,49.62,18190100,49.62
12/5/2014,51.03,51.25,50.51,50.99,15418100,50.99
12/4/2014,50.19,50.67,49.9,50.41,12136700,50.41
4/12/1996,25.24992,43.00008,24.49992,33,408720000,1.375
